chain_name,product_family,brand_flavor,store_state,week_ending,brand_units_per_package,package_sales,dollar_sales,selling_stores
Retailer B,Brand Two,Mint,MO,2019-06-29,2,76.000000,1025.240000,62
Retailer B,Brand One,Classic,IA,2019-09-07,2,126.000000,1258.740000,102
Retailer C,Brand One,Classic,OK,2019-07-06,2,62.000000,619.380000,46
Retailer B,Brand One,Flavored,CO,2019-08-24,2,681.000000,6803.190000,64
Retailer C,Brand Three,Classic,CO,2019-08-24,2,796.000000,7952.040000,180
Retailer B,Brand One,Mint,IA,2019-08-03,4,234.000000,3741.660000,103
Retailer C,Brand One,Classic,TX,2019-09-28,4,111.000000,1774.890000,68
Retailer A,Brand One,Mint,FL,2019-06-15,4,670.000000,12053.300000,171
Retailer B,Brand Three,Classic,NE,2019-06-29,2,13.000000,129.870000,17
Retailer A,Brand Three,Mint,FL,2019-08-10,2,2938.000000,29350.620000,185
Retailer B,Brand Three,Classic,OK,2019-07-13,2,135.000000,1348.650000,46
Retailer B,Brand Three,Mint,NE,2019-09-21,2,55.000000,549.450000,15
Retailer C,Brand Three,Mint,OK,2019-10-12,2,415.000000,4145.850000,46
Retailer C,Brand Three,Flavored,OK,2019-10-05,2,2109.000000,21068.910000,47
Retailer B,Brand Two,Mint,OK,2019-10-12,2,45.000000,607.050000,41
Retailer C,Brand One,Mint,OK,2019-09-14,2,52.000000,519.480000,44
Retailer A,Brand Two,Mint,PA,2019-09-07,2,551.000000,10463.490000,222
Retailer C,Brand One,Flavored,NM,2019-12-07,4,558.000000,11154.420000,78
Retailer A,Brand Two,Classic,PA,2019-12-07,2,752.000000,14238.480000,232
Retailer B,Brand One,Mint,IA,2019-12-21,4,1373.000000,21954.270000,103
Retailer A,Brand Three,Flavored,NJ,2019-11-02,2,8429.000000,84205.710000,246
Retailer B,Brand Three,Flavored,SD,2019-09-28,2,104.000000,1038.960000,9
Retailer C,Brand Two,Mint,OK,2019-12-14,2,93.000000,1254.570000,46
Retailer A,Brand Two,Classic,PA,2020-01-18,2,1668.000000,30366.820000,234
Retailer A,Brand Three,Mint,DE,2019-11-23,2,625.000000,6243.750000,40
Retailer C,Brand One,Mint,TX,2019-11-23,4,126.000000,2014.740000,68
Retailer B,Brand Three,Mint,CO,2020-01-04,2,424.000000,4235.760000,65
Retailer B,Brand One,Flavored,IA,2019-02-02,4,3944.000000,63064.560000,105
Retailer A,Brand One,Classic,VA,2019-02-23,4,722.000000,12988.780000,85
Retailer B,Brand One,Mint,AR,2019-01-19,4,260.000000,4157.400000,47
Retailer A,Brand One,Flavored,FL,2019-05-18,2,2164.000000,25946.360000,165
Retailer A,Brand Three,Flavored,FL,2019-01-19,2,862.000000,8611.380000,160
Retailer B,Brand Three,Flavored,NE,2019-03-23,2,54.000000,539.460000,18
Retailer B,Brand One,Classic,CO,2019-01-12,4,453.000000,7243.470000,64
Retailer A,Brand One,Flavored,MD,2019-01-05,4,2263.000000,40711.370000,50
Retailer B,Brand Two,Flavored,ND,2019-03-02,2,3.000000,40.470000,5
Retailer A,Brand Three,Classic,MD,2019-02-16,2,103.000000,1028.970000,51
Retailer B,Brand One,Flavored,MO,2019-08-10,4,1664.000000,26607.360000,71
Retailer B,Brand Two,Flavored,CO,2019-09-07,2,351.000000,4731.990000,64
Retailer B,Brand One,Classic,IA,2019-07-20,4,493.000000,7883.070000,103
Retailer B,Brand One,Mint,WY,2019-05-25,4,62.000000,991.380000,17
Retailer A,Brand Three,Flavored,VA,2019-05-25,2,4041.000000,40369.590000,87
Retailer B,Brand One,Mint,NE,2019-07-06,4,43.000000,687.570000,18
Retailer B,Brand One,Mint,MO,2019-09-14,4,145.000000,2318.550000,69
Retailer C,Brand Three,Mint,OK,2019-08-17,2,574.000000,5730.120000,46
Retailer B,Brand Three,Classic,NE,2019-06-22,2,16.000000,159.840000,17
Retailer C,Brand Three,Classic,NM,2019-09-07,2,215.000000,2577.850000,77
Retailer C,Brand Two,Mint,NM,2019-07-13,2,14.000000,210.280000,63
Retailer C,Brand One,Flavored,TX,2019-10-19,4,728.000000,11640.720000,72
Retailer B,Brand One,Classic,IA,2019-10-26,2,140.000000,1398.600000,100
Retailer C,Brand Three,Flavored,TX,2019-10-19,2,1385.000000,13835.190000,71
Retailer C,Brand One,Mint,CO,2020-01-11,4,4105.000000,65638.950000,174
Retailer A,Brand Two,Mint,NJ,2019-11-02,2,1267.000000,17716.330000,245
Retailer B,Brand One,Mint,MO,2019-11-02,2,77.000000,769.230000,67
Retailer B,Brand One,Flavored,CO,2019-03-30,4,2862.000000,45763.380000,65
Retailer C,Brand One,Flavored,OK,2019-04-20,2,458.000000,4575.420000,47
Retailer B,Brand One,Classic,AR,2019-02-02,2,113.000000,1128.870000,45
Retailer A,Brand One,Flavored,VA,2019-03-23,4,3618.000000,65087.820000,85
Retailer C,Brand One,Classic,OK,2019-03-16,4,357.000000,5708.430000,47
Retailer A,Brand One,Mint,DE,2019-07-13,2,66.000000,791.340000,40
Retailer B,Brand Two,Classic,SD,2019-08-24,2,6.000000,63.440000,7
Retailer B,Brand One,Flavored,IA,2019-09-28,2,1179.000000,11778.210000,103
Retailer B,Brand One,Classic,SD,2019-07-13,2,14.000000,139.860000,9
Retailer A,Brand Three,Mint,VA,2019-06-08,2,872.000000,8711.280000,87
Retailer C,Brand One,Classic,OK,2019-05-18,2,98.000000,975.020000,46
Retailer B,Brand Two,Flavored,NE,2019-06-22,2,28.000000,377.720000,18
Retailer A,Brand Two,Mint,DE,2019-08-31,2,88.000000,1187.120000,38
Retailer B,Brand Three,Classic,IA,2019-11-09,2,140.000000,1398.600000,95
Retailer B,Brand Two,Flavored,MO,2019-11-30,2,422.000000,5692.780000,67
Retailer A,Brand One,Flavored,NJ,2019-12-28,4,35.000000,629.650000,230
Retailer C,Brand Two,Classic,TX,2019-04-27,2,33.000000,445.170000,47
Retailer B,Brand One,Mint,ND,2019-05-11,2,7.000000,69.930000,10
Retailer A,Brand Two,Classic,MD,2019-06-15,2,138.000000,1774.340000,49
Retailer B,Brand Two,Classic,CO,2019-08-24,2,155.000000,2001.960000,64
Retailer B,Brand Three,Classic,CO,2019-09-07,2,161.000000,1608.390000,64
Retailer C,Brand Two,Mint,OK,2019-09-21,2,61.000000,822.890000,45
Retailer B,Brand Three,Flavored,CO,2019-03-30,2,564.000000,5634.360000,64
Retailer A,Brand One,Mint,DE,2019-05-25,4,274.000000,4929.260000,40
Retailer B,Brand One,Classic,OK,2019-01-26,2,79.000000,789.210000,42
Retailer A,Brand Two,Flavored,MD,2019-10-26,2,423.000000,5706.270000,51
Retailer B,Brand One,Mint,IA,2019-10-19,2,98.000000,979.020000,99
Retailer B,Brand One,Mint,WY,2019-10-26,2,8.000000,79.920000,17
Retailer C,Brand One,Flavored,TX,2020-01-04,4,202.000000,3229.980000,72
Retailer C,Brand Three,Mint,NM,2020-01-18,2,165.000000,1978.350000,76
Retailer A,Brand Two,Flavored,NJ,2020-02-01,2,2.000000,27.980000,136
Retailer B,Brand One,Mint,OK,2019-10-05,2,45.000000,449.550000,46
Retailer B,Brand One,Classic,MO,2019-09-21,4,296.000000,4733.040000,71
Retailer B,Brand One,Classic,CO,2020-01-11,4,1029.000000,16453.710000,68
Retailer A,Brand Three,Mint,DC,2019-06-01,2,4.000000,63.960000,2
Retailer B,Brand One,Flavored,NE,2019-09-28,2,192.000000,1918.080000,18
Retailer B,Brand Three,Classic,MO,2019-09-21,2,165.000000,1648.350000,68
Retailer C,Brand Three,Flavored,NM,2019-12-07,2,1345.000000,16126.550000,77
Retailer B,Brand One,Mint,WY,2019-11-09,4,62.000000,991.380000,17
Retailer A,Brand Three,Flavored,VA,2019-11-09,2,4118.000000,41138.820000,87
Retailer B,Brand Two,Classic,AR,2019-10-12,2,61.000000,777.390000,48
Retailer B,Brand Three,Flavored,ND,2019-07-13,2,246.000000,2457.540000,10
Retailer B,Brand Two,Flavored,ND,2019-05-11,2,12.000000,161.880000,8
Retailer B,Brand Three,Flavored,MN,2019-09-21,2,15.000000,269.850000,2
Retailer B,Brand One,Flavored,IA,2020-01-25,2,126.000000,1258.740000,100
Retailer B,Brand One,Classic,ND,2020-02-01,4,94.000000,1503.060000,9
Retailer B,Brand Three,Flavored,NE,2019-11-16,2,435.000000,4345.650000,18
Retailer B,Brand One,Classic,WY,2019-08-24,2,26.000000,259.740000,17
Retailer B,Brand Three,Mint,SD,2019-10-19,2,10.000000,99.900000,9
Retailer A,Brand Two,Mint,PA,2020-01-11,2,27.000000,512.730000,230
Retailer A,Brand One,Mint,DC,2019-09-07,4,9.000000,269.910000,3
Retailer B,Brand One,Classic,WY,2019-11-02,4,81.000000,1295.190000,17
Retailer B,Brand Three,Flavored,MN,2019-12-28,2,8.000000,143.920000,2
Retailer C,Brand Three,Classic,TX,2020-01-25,2,113.000000,1128.870000,70
Retailer B,Brand One,Flavored,WY,2019-05-11,2,133.000000,1328.670000,17
Retailer A,Brand Three,Classic,DC,2019-07-13,2,4.000000,63.960000,3
Retailer B,Brand One,Mint,WY,2019-09-07,2,8.000000,79.920000,16
Retailer B,Brand Three,Classic,CO,2020-01-11,2,197.000000,1968.030000,66
Retailer B,Brand Two,Classic,NE,2019-12-28,2,36.000000,433.140000,18
Retailer B,Brand Three,Mint,MN,2019-08-17,2,0.000000,0.000000,2
Retailer A,Brand One,Mint,NJ,2020-02-01,2,1657.000000,19867.430000,239
Retailer B,Brand Three,Classic,ND,2019-09-07,2,17.000000,169.830000,9
Retailer B,Brand One,Flavored,ND,2019-11-02,4,423.000000,6763.770000,10
Retailer B,Brand One,Classic,MN,2019-03-30,2,1.000000,14.990000,2
Retailer B,Brand Two,Flavored,MT,2019-02-09,2,0.000000,0.000000,1
Retailer C,Brand Three,Mint,NM,2019-04-13,2,3.000000,29.970000,2
Retailer A,Brand One,Classic,DC,2019-06-08,4,13.000000,389.870000,2
Retailer B,Brand One,Mint,NE,2020-01-04,2,337.000000,3366.630000,18
Retailer B,Brand One,Mint,NE,2019-10-19,2,5.000000,49.950000,18
Retailer A,Brand Three,Classic,DE,2019-12-07,2,240.000000,2397.600000,40
Retailer B,Brand One,Flavored,MN,2019-11-09,2,11.000000,164.890000,2
Retailer B,Brand One,Mint,MT,2019-08-03,2,0.000000,0.000000,1
Retailer B,Brand One,Mint,NE,2019-12-28,4,321.000000,5132.790000,18
Retailer A,Brand Three,Flavored,NJ,2020-02-15,2,34.000000,339.660000,236
Retailer A,Brand Two,Classic,PA,2020-02-15,2,1383.000000,26080.670000,234
Retailer B,Brand One,Mint,CO,2020-04-11,4,2650.000000,42373.500000,69
Retailer B,Brand Two,Classic,AR,2020-02-22,2,445.000000,5371.440000,49
Retailer B,Brand One,Mint,IA,2020-05-02,4,3195.000000,51074.220000,105
Retailer A,Brand One,Classic,DE,2020-02-15,4,612.000000,11009.880000,42
Retailer C,Brand Three,Mint,OK,2020-02-08,2,786.000000,7852.140000,47
Retailer A,Brand One,Classic,FL,2020-03-07,4,1926.000000,34648.740000,202
Retailer C,Brand One,Flavored,CO,2020-03-14,4,0.000000,0.000000,179
Retailer B,Brand One,Classic,IA,2020-05-09,2,294.000000,2547.630000,104
Retailer C,Brand One,Flavored,NM,2020-05-02,4,,,74
Retailer C,Brand One,Flavored,CO,2020-04-18,2,,,161
Retailer A,Brand Two,Flavored,PA,2020-03-14,2,0.000000,0.000000,106
Retailer C,Brand Three,Flavored,CO,2020-05-16,2,,,180
Retailer B,Brand One,Mint,CO,2020-05-16,2,466.000000,4655.340000,67
Retailer A,Brand Three,Classic,VA,2020-04-11,2,1058.000000,10569.420000,89
Retailer A,Brand Two,Classic,PA,2020-05-23,2,1086.000000,18451.140000,216
Retailer A,Brand One,Classic,VA,2020-08-01,2,189.000000,2266.110000,86
Retailer B,Brand Three,Mint,MO,2020-04-04,2,2397.000000,23937.380000,70
Retailer B,Brand Three,Mint,MO,2020-08-22,2,3620.000000,36162.750000,70
Retailer B,Brand One,Mint,ND,2020-05-23,4,393.000000,6284.070000,10
Retailer C,Brand One,Classic,NM,2020-08-08,2,158.000000,1717.400000,75
Retailer A,Brand One,Flavored,NJ,2020-07-18,2,,,235
Retailer A,Brand Three,Classic,FL,2020-06-27,2,2652.000000,26493.480000,206
Retailer A,Brand Two,Classic,FL,2020-07-04,2,1941.000000,15400.750000,206
Retailer A,Brand One,Classic,PA,2020-06-20,2,515.000000,7359.350000,182
Retailer A,Brand Three,Mint,NJ,2020-08-01,2,7.000000,69.930000,248
Retailer C,Brand One,Mint,TX,2020-05-09,4,1041.000000,16645.590000,72
Retailer B,Brand One,Mint,CO,2020-05-23,4,2896.000000,46307.040000,69
Retailer A,Brand One,Mint,PA,2020-06-06,4,7138.000000,156942.780000,211
Retailer B,Brand Three,Mint,AR,2020-04-18,2,2835.000000,28321.650000,49
Retailer B,Brand One,Flavored,CO,2020-06-06,4,,,64
Retailer B,Brand Two,Mint,OK,2020-06-27,2,719.000000,7908.110000,47
Retailer B,Brand Two,Flavored,SD,2020-05-16,2,,,7
Retailer C,Brand One,Mint,TX,2020-07-11,2,341.000000,3406.590000,71
Retailer B,Brand One,Mint,NE,2020-07-25,4,736.000000,11768.640000,18
Retailer B,Brand One,Classic,ND,2020-06-20,2,19.000000,189.810000,10
Retailer A,Brand One,Flavored,FL,2020-08-08,4,,,182
Retailer C,Brand Three,Flavored,CO,2020-09-05,2,,,179
Retailer B,Brand One,Mint,MT,2019-08-17,2,1.000000,9.990000,1
Retailer B,Brand Two,Classic,ND,2019-08-24,2,8.000000,100.920000,5
Retailer B,Brand One,Classic,SD,2020-01-11,4,40.000000,639.600000,9
Retailer B,Brand Three,Flavored,OK,2020-04-25,2,,,46
Retailer B,Brand One,Mint,WY,2020-02-29,4,355.000000,5676.450000,17
Retailer B,Brand Two,Flavored,IA,2020-02-29,2,0.000000,0.000000,91
Retailer A,Brand Three,Classic,PA,2020-04-11,2,3140.000000,37648.600000,229
Retailer B,Brand Three,Mint,OK,2020-03-07,2,1821.000000,18191.790000,47
Retailer C,Brand Three,Flavored,CO,2020-06-20,2,,,181
Retailer B,Brand Two,Classic,MO,2020-05-30,2,403.000000,4813.970000,68
Retailer A,Brand Three,Mint,VA,2020-06-06,2,2890.000000,28871.100000,89
Retailer B,Brand One,Flavored,MO,2020-05-30,2,,,66
Retailer A,Brand One,Flavored,VA,2020-05-30,4,,,85
Retailer B,Brand Three,Mint,MO,2020-06-13,2,2995.000000,29920.050000,70
Retailer B,Brand One,Mint,CO,2020-06-20,2,481.000000,4804.210000,67
Retailer C,Brand One,Mint,NM,2020-07-18,2,244.000000,2925.560000,77
Retailer B,Brand Two,Mint,IA,2020-08-15,2,2982.000000,35691.690000,105
Retailer C,Brand Two,Classic,CO,2020-10-31,2,2062.000000,22456.150000,184
Retailer B,Brand One,Mint,IA,2020-07-25,4,2967.000000,47434.270000,106
Retailer A,Brand One,Classic,PA,2020-05-16,2,508.000000,7259.320000,176
Retailer A,Brand One,Flavored,FL,2020-10-10,2,,,185
Retailer A,Brand Two,Classic,MD,2020-09-19,2,841.000000,8377.670000,52
Retailer B,Brand Two,Mint,AR,2020-10-17,2,2663.000000,29231.590000,50
Retailer C,Brand Two,Flavored,CO,2020-07-18,2,,,126
Retailer A,Brand Three,Mint,FL,2020-10-24,2,5114.000000,51088.860000,216
Retailer B,Brand Three,Flavored,MO,2020-02-22,2,6.000000,59.940000,49
Retailer B,Brand Two,Flavored,NE,2020-02-29,2,0.000000,0.000000,17
Retailer A,Brand Three,Flavored,MD,2020-03-28,2,,,51
Retailer B,Brand One,Mint,SD,2020-06-20,2,42.000000,419.580000,9
Retailer B,Brand One,Classic,CO,2020-05-30,4,1136.000000,18164.640000,69
Retailer A,Brand Two,Flavored,VA,2020-08-01,2,,,77
Retailer C,Brand One,Classic,OK,2020-07-25,2,158.000000,1574.370000,47
Retailer C,Brand One,Flavored,OK,2020-07-11,4,,,47
Retailer B,Brand One,Flavored,AR,2020-07-25,2,,,49
Retailer B,Brand Two,Mint,OK,2020-11-28,1,108.000000,754.440000,43
Retailer C,Brand Three,Flavored,OK,2020-11-07,2,,,47
Retailer B,Brand One,Mint,IA,2020-11-21,2,489.000000,4396.110000,106
Retailer B,Brand Three,Classic,NE,2019-02-23,2,1.000000,9.990000,2
Retailer B,Brand One,Flavored,MT,2019-09-21,2,9.000000,89.910000,1
Retailer C,Brand Two,Classic,OK,2020-02-08,2,317.000000,4174.830000,47
Retailer B,Brand One,Classic,OK,2020-05-16,4,296.000000,4702.040000,47
Retailer C,Brand One,Mint,TX,2020-08-15,4,1031.000000,16485.690000,72
Retailer A,Brand Two,Flavored,DE,2020-05-23,2,,,31
Retailer B,Brand Three,Flavored,CO,2020-06-06,2,,,64
Retailer A,Brand One,Flavored,DE,2020-06-20,2,,,40
Retailer C,Brand Three,Flavored,TX,2020-07-18,2,,,70
Retailer A,Brand One,Classic,DE,2020-08-29,4,660.000000,11873.400000,42
Retailer B,Brand One,Flavored,MT,2019-06-15,4,30.000000,479.700000,1
Retailer A,Brand Three,Mint,NJ,2020-11-14,2,,,241
Retailer A,Brand One,Classic,PA,2020-12-12,4,3012.000000,66233.880000,210
Retailer A,Brand One,Mint,NJ,2020-11-28,4,86.000000,1547.140000,235
Retailer C,Brand Three,Classic,NM,2020-12-19,2,284.000000,3405.160000,76
Retailer C,Brand One,Mint,CO,2020-10-31,4,7106.000000,112134.990000,177
Retailer B,Brand Three,Mint,NE,2020-08-22,2,281.000000,2807.190000,18
Retailer C,Brand Two,Classic,CO,2020-12-26,1,181.000000,1263.190000,151
Retailer A,Brand One,Classic,VA,2020-12-12,4,948.000000,17054.520000,91
Retailer A,Brand One,Classic,MD,2020-12-19,4,627.000000,11279.730000,51
Retailer B,Brand One,Mint,AR,2020-12-05,2,380.000000,3416.200000,50
Retailer A,Brand Two,Flavored,PA,2020-08-01,2,,,149
Retailer A,Brand One,Classic,PA,2020-09-05,2,427.000000,6101.830000,179
Retailer C,Brand Two,Classic,OK,2020-12-05,2,264.000000,3159.360000,47
Retailer A,Brand Three,Flavored,MD,2020-09-05,2,,,51
Retailer B,Brand Two,Mint,MO,2020-12-12,2,2652.000000,28311.500000,68
Retailer A,Brand One,Flavored,DC,2020-08-01,4,,,4
Retailer C,Brand Two,Classic,OK,2020-10-24,2,312.000000,3288.130000,47
Retailer B,Brand One,Classic,OK,2020-10-31,4,341.000000,5452.590000,47
Retailer C,Brand Three,Flavored,TX,2020-11-21,2,,,71
Retailer B,Brand One,Classic,MO,2020-10-03,4,535.000000,8541.450000,68
Retailer C,Brand One,Flavored,TX,2020-11-21,4,,,69
Retailer B,Brand One,Mint,AR,2020-10-03,2,386.000000,3470.140000,49
Retailer A,Brand One,Mint,MD,2020-10-17,2,326.000000,3908.740000,52
Retailer B,Brand One,Flavored,AR,2020-02-22,2,0.000000,0.000000,46
Retailer B,Brand One,Flavored,WY,2020-04-11,4,,,17
Retailer A,Brand One,Mint,VA,2020-08-22,4,2304.000000,41448.960000,87
Retailer C,Brand One,Flavored,OK,2020-04-18,4,,,47
Retailer B,Brand One,Classic,NE,2020-12-05,4,191.000000,3054.090000,18
Retailer B,Brand Two,Classic,SD,2020-02-01,2,19.000000,203.810000,9
Retailer B,Brand Two,Classic,WY,2020-03-14,2,110.000000,1298.420000,17
Retailer B,Brand One,Classic,ND,2020-05-16,2,20.000000,192.300000,10
Retailer B,Brand Three,Mint,SD,2020-01-04,2,8.000000,79.920000,9
Retailer B,Brand One,Mint,WY,2020-05-09,2,62.000000,619.380000,17
Retailer B,Brand One,Mint,SD,2020-04-11,4,151.000000,2414.490000,9
Retailer C,Brand Two,Mint,OK,2020-12-26,2,807.000000,9671.900000,47
Retailer A,Brand One,Classic,DE,2020-11-28,4,593.000000,10668.070000,42
Retailer A,Brand One,Mint,DE,2020-06-13,4,1729.000000,31104.710000,42
Retailer B,Brand Three,Flavored,WY,2020-04-11,2,,,16
Retailer B,Brand Three,Classic,OK,2020-09-26,2,627.000000,6263.730000,47
Retailer B,Brand Two,Flavored,AR,2020-12-05,2,,,49
Retailer B,Brand One,Mint,AR,2020-10-24,2,396.000000,3560.040000,49
Retailer B,Brand Two,Classic,MN,2020-06-13,2,1.000000,22.490000,2
Retailer C,Brand One,Flavored,OK,2020-10-24,2,,,47
Retailer B,Brand One,Mint,WY,2020-09-26,2,64.000000,722.560000,17
Retailer B,Brand Two,Flavored,MT,2019-10-12,2,0.000000,0.000000,1
Retailer B,Brand One,Mint,SD,2020-05-16,2,27.000000,269.730000,9
Retailer B,Brand One,Classic,MT,2019-11-16,2,1.000000,9.990000,1
Retailer B,Brand One,Mint,MT,2019-04-20,2,5.000000,49.950000,1
Retailer C,Brand Two,Flavored,TX,2020-08-08,2,,,29
Retailer B,Brand Three,Flavored,ND,2020-08-15,2,,,9
Retailer B,Brand One,Mint,ND,2020-04-11,4,361.000000,5772.390000,10
Retailer B,Brand One,Classic,WY,2020-08-29,4,110.000000,1978.900000,17
Retailer A,Brand One,Classic,DC,2020-04-25,2,10.000000,199.900000,2
Retailer B,Brand Two,Mint,OK,2020-11-14,1,110.000000,713.900000,29
Retailer B,Brand One,Flavored,MT,2020-09-19,4,,,1
Retailer B,Brand Three,Flavored,ND,2020-12-19,2,,,9
Retailer B,Brand One,Mint,ND,2020-09-19,2,33.000000,329.670000,9
Retailer B,Brand One,Mint,OK,2020-11-07,2,189.000000,1699.110000,47
Retailer B,Brand Two,Classic,AR,2020-11-14,1,27.000000,175.230000,17
Retailer B,Brand Two,Flavored,SD,2020-12-19,2,,,9
Retailer B,Brand One,Classic,MT,2020-07-04,2,1.000000,9.990000,1
Retailer B,Brand Three,Mint,SD,2020-11-21,2,25.000000,249.750000,9
Retailer B,Brand One,Flavored,MN,2020-02-29,2,,,1
Retailer B,Brand Two,Mint,ND,2020-09-26,2,151.000000,1717.490000,10
Retailer A,Brand Two,Flavored,DC,2020-12-19,2,,,1
Retailer A,Brand Three,Mint,DC,2020-11-21,2,13.000000,207.870000,6
Retailer B,Brand One,Flavored,MN,2020-10-10,2,,,1
Retailer B,Brand One,Mint,MN,2020-12-05,4,2.000000,51.980000,2
Retailer B,Brand Three,Classic,MT,2020-08-08,2,2.000000,19.980000,1
Retailer B,Brand Two,Mint,MN,2020-10-10,2,8.000000,112.440000,2
Retailer B,Brand One,Classic,MT,2020-08-08,4,8.000000,127.920000,1
Retailer B,Brand Two,Classic,MT,2020-11-07,2,14.000000,161.860000,1
Retailer B,Brand One,Mint,MN,2020-12-12,2,1.000000,13.990000,2
Retailer A,Brand Two,Classic,DE,2020-11-07,1,0.000000,0.000000,2
Retailer B,Brand One,Flavored,MT,2020-08-22,2,,,1
Retailer B,Brand Two,Classic,MT,2019-11-30,2,3.000000,40.470000,1
Retailer B,Brand Two,Flavored,MT,2020-02-22,2,,,1
Retailer B,Brand One,Classic,MT,2019-01-12,2,6.000000,59.940000,1
Retailer B,Brand One,Classic,MT,2019-08-10,4,1.000000,15.990000,1
Retailer B,Brand Two,Classic,MT,2019-10-05,2,0.000000,0.000000,1
Retailer C,Brand One,Flavored,CO,2019-04-13,2,1242.000000,12392.550000,175
Retailer B,Brand One,Flavored,IA,2019-02-16,4,3803.000000,60809.970000,105
Retailer C,Brand One,Flavored,CO,2019-03-23,4,6784.000000,108525.110000,181
Retailer C,Brand One,Classic,CO,2019-01-26,4,1077.000000,21525.230000,178
Retailer A,Brand Three,Mint,NJ,2019-02-09,2,1195.000000,11938.050000,236
Retailer C,Brand Two,Classic,CO,2019-03-09,2,255.000000,3425.980000,169
Retailer A,Brand Three,Mint,MD,2019-02-23,2,249.000000,2487.510000,51
Retailer B,Brand Two,Classic,MO,2019-03-02,2,54.000000,728.460000,54
Retailer B,Brand One,Flavored,NE,2019-05-04,2,191.000000,1908.090000,19
Retailer C,Brand Three,Flavored,CO,2019-05-25,2,2884.000000,28806.180000,182
Retailer A,Brand Three,Classic,VA,2019-01-19,2,94.000000,929.080000,72
Retailer A,Brand Two,Flavored,VA,2019-02-09,2,184.000000,2459.700000,85
Retailer C,Brand Two,Flavored,OK,2019-03-02,2,119.000000,1605.310000,46
Retailer C,Brand Three,Flavored,TX,2019-04-20,2,141.000000,1373.590000,32
Retailer B,Brand Two,Mint,NE,2019-03-02,2,14.000000,188.860000,17
Retailer A,Brand One,Mint,PA,2019-04-27,4,953.000000,20956.470000,201
Retailer A,Brand One,Mint,FL,2019-04-13,4,514.000000,9246.860000,146
Retailer A,Brand One,Flavored,MD,2019-05-18,4,2334.000000,41988.660000,50
Retailer C,Brand Two,Mint,TX,2019-03-09,2,50.000000,674.500000,56
Retailer A,Brand One,Flavored,DE,2019-05-25,2,859.000000,10299.410000,40
Retailer B,Brand One,Mint,ND,2019-05-25,2,9.000000,89.910000,10
Retailer B,Brand One,Classic,AR,2019-06-22,4,252.000000,4029.480000,49
Retailer A,Brand Two,Classic,NJ,2019-08-10,2,371.000000,4682.790000,201
Retailer C,Brand Two,Classic,CO,2019-09-21,2,425.000000,5621.250000,172
Retailer C,Brand One,Classic,TX,2019-07-06,4,143.000000,2282.570000,69
Retailer B,Brand Three,Classic,MO,2019-07-13,2,157.000000,1568.430000,67
Retailer B,Brand One,Classic,MN,2019-04-27,4,1.000000,25.990000,2
Retailer A,Brand One,Flavored,MD,2019-07-27,4,2765.000000,49742.350000,50
Retailer A,Brand Two,Classic,MD,2019-06-22,2,148.000000,1903.540000,50
Retailer A,Brand One,Classic,PA,2019-06-15,4,2691.000000,59175.090000,209
Retailer A,Brand Two,Classic,VA,2019-10-05,2,197.000000,2449.550000,87
Retailer A,Brand One,Mint,PA,2019-07-20,2,321.000000,4587.090000,207
Retailer C,Brand Two,Flavored,TX,2019-05-18,2,35.000000,468.650000,61
Retailer B,Brand Two,Mint,MO,2019-07-13,2,15.000000,202.350000,60
Retailer B,Brand One,Mint,MO,2019-08-31,4,143.000000,2286.570000,69
Retailer C,Brand One,Classic,NM,2019-08-03,2,101.000000,1210.990000,74
Retailer A,Brand Three,Classic,PA,2019-06-15,2,1310.000000,15706.900000,230
Retailer B,Brand One,Flavored,MO,2019-08-24,4,1992.000000,31852.080000,71
Retailer A,Brand One,Mint,MD,2019-06-22,4,346.000000,6224.540000,50
Retailer C,Brand Two,Flavored,TX,2019-07-27,2,57.000000,765.430000,59
Retailer B,Brand One,Classic,MO,2019-08-10,2,183.000000,1828.170000,68
Retailer C,Brand Two,Flavored,TX,2019-07-06,2,51.000000,680.980000,59
Retailer A,Brand Three,Mint,FL,2019-06-08,2,1923.000000,19210.770000,176
Retailer A,Brand Two,Mint,FL,2019-09-28,2,693.000000,9340.110000,188
Retailer C,Brand Three,Mint,OK,2019-09-28,2,410.000000,4095.900000,46
Retailer C,Brand Two,Mint,CO,2019-09-14,2,272.000000,3669.280000,170
Retailer A,Brand Two,Classic,MD,2019-11-09,2,269.000000,3607.810000,52
Retailer C,Brand One,Flavored,CO,2019-11-16,4,5392.000000,86218.080000,184
Retailer A,Brand One,Flavored,FL,2019-12-07,4,49.000000,881.510000,158
Retailer C,Brand One,Classic,TX,2019-10-19,2,43.000000,429.570000,60
Retailer C,Brand One,Flavored,OK,2019-11-02,4,1424.000000,22763.840000,47
Retailer A,Brand Two,Flavored,FL,2019-11-23,2,2129.000000,28692.170000,202
Retailer B,Brand One,Flavored,IA,2019-12-28,2,726.000000,7248.900000,102
Retailer A,Brand Two,Classic,FL,2020-01-18,2,1556.000000,18786.450000,202
Retailer A,Brand One,Flavored,VA,2019-10-05,2,901.000000,10796.990000,86
Retailer C,Brand Three,Mint,TX,2019-09-14,2,463.000000,4625.370000,69
Retailer C,Brand One,Flavored,CO,2019-11-02,2,1756.000000,17536.440000,181
Retailer A,Brand One,Mint,NJ,2019-09-14,2,412.000000,4939.880000,236
